date,dividend
2019-10-14 00:00:00,-0.0001
2019-10-14 08:00:00,-0.0001
2019-10-14 16:00:00,-0.0001
2019-10-15 00:00:00,-0.0001
2019-10-15 08:00:00,-0.0001
2019-10-15 16:00:00,-0.0001
2019-10-16 00:00:00,-0.0001
2019-10-16 08:00:00,-0.0001
2019-10-16 16:00:00,-0.0001
2019-10-17 00:00:00,-0.0001
2019-10-17 08:00:00,-0.0001
2019-10-17 16:00:00,-0.0001
2019-10-18 00:00:00,-0.0001
2019-10-18 08:00:00,-0.0001
2019-10-18 16:00:00,-0.0001
2019-10-19 00:00:00,-0.0001
2019-10-19 08:00:00,-0.0001
2019-10-19 16:00:00,-0.0001
2019-10-20 00:00:00,-0.0001
2019-10-20 08:00:00,-0.0001
2019-10-20 16:00:00,-0.0001
2019-10-21 00:00:00,-0.0001
2019-10-21 08:00:00,-0.0001
2019-10-21 16:00:00,-0.0001
2019-10-22 00:00:00,-0.0001
2019-10-22 08:00:00,-0.0001
2019-10-22 16:00:00,-0.0001
2019-10-23 00:00:00,-0.0001
2019-10-23 08:00:00,-0.0001
2019-10-23 16:00:00,-0.0001
2019-10-24 00:00:00,-0.0001
2019-10-24 08:00:00,-0.0001
2019-10-24 16:00:00,4.395e-05
2019-10-25 00:00:00,-0.0001
2019-10-25 08:00:00,-0.0001
2019-10-25 16:00:00,0.00014709
2019-10-26 00:00:00,-0.0001
2019-10-26 08:00:00,-0.00013709
2019-10-26 16:00:00,-0.00030874
2019-10-27 00:00:00,-0.0001
2019-10-27 08:00:00,-0.00018561
2019-10-27 16:00:00,-0.0001
2019-10-28 00:00:00,-0.00012485
2019-10-28 08:00:00,-0.00078363
2019-10-28 16:00:00,-0.00073711
2019-10-29 00:00:00,-0.00053797
2019-10-29 08:00:00,-0.00016366
2019-10-29 16:00:00,-0.00046967
2019-10-30 00:00:00,-0.00025294
2019-10-30 08:00:00,-0.0002903
2019-10-30 16:00:00,-0.00052312
2019-10-31 00:00:00,-0.0001317
2019-10-31 08:00:00,-0.00038598
2019-10-31 16:00:00,-0.00041061
2019-11-01 00:00:00,-0.00015873
2019-11-01 08:00:00,-0.00048728
2019-11-01 16:00:00,-0.0001
2019-11-02 00:00:00,-0.0001
2019-11-02 08:00:00,-0.0001
2019-11-02 16:00:00,-0.0001
2019-11-03 00:00:00,-0.0001
2019-11-03 08:00:00,-0.0001
2019-11-03 16:00:00,-0.0001
2019-11-04 00:00:00,-0.0001
2019-11-04 08:00:00,-0.00010072
2019-11-04 16:00:00,-0.0001
2019-11-05 00:00:00,-0.0001
2019-11-05 08:00:00,-0.0001
2019-11-05 16:00:00,-0.0001
2019-11-06 00:00:00,-0.0001
2019-11-06 08:00:00,-0.0001
2019-11-06 16:00:00,-0.00013877
2019-11-07 00:00:00,-0.00027025
2019-11-07 08:00:00,-0.00018004
2019-11-07 16:00:00,-0.0001953
2019-11-08 00:00:00,-0.000125
2019-11-08 08:00:00,-0.0001
2019-11-08 16:00:00,-0.0001
2019-11-09 00:00:00,-0.0001
2019-11-09 08:00:00,-0.0001
2019-11-09 16:00:00,-0.0001
2019-11-10 00:00:00,-0.0001
2019-11-10 08:00:00,-0.0001
2019-11-10 16:00:00,-0.0001
2019-11-11 00:00:00,-0.0001
2019-11-11 08:00:00,-0.0001
2019-11-11 16:00:00,-0.0001
2019-11-12 00:00:00,-0.0001
2019-11-12 08:00:00,-0.0001
2019-11-12 16:00:00,-0.0001
2019-11-13 00:00:00,0.00022089
2019-11-13 08:00:00,-0.0001
2019-11-13 16:00:00,-0.0001
2019-11-14 00:00:00,-0.0001
2019-11-14 08:00:00,-0.0001
2019-11-14 16:00:00,-0.0001
2019-11-15 00:00:00,-0.0001
2019-11-15 08:00:00,-0.0001
2019-11-15 16:00:00,-0.0001
2019-11-16 00:00:00,-0.0001
2019-11-16 08:00:00,-0.0001
2019-11-16 16:00:00,-0.0001
2019-11-17 00:00:00,-0.0001
2019-11-17 08:00:00,-0.0001
2019-11-17 16:00:00,-0.0001
2019-11-18 00:00:00,-0.0001
2019-11-18 08:00:00,-0.0001
2019-11-18 16:00:00,-0.0001
2019-11-19 00:00:00,-0.0001
2019-11-19 08:00:00,-0.0001
2019-11-19 16:00:00,-0.0001
2019-11-20 00:00:00,-0.0001
2019-11-20 08:00:00,-0.0001
2019-11-20 16:00:00,-0.0001
2019-11-21 00:00:00,-0.0001
2019-11-21 08:00:00,-0.0001
2019-11-21 16:00:00,-0.0001
2019-11-22 00:00:00,-6.832e-05
2019-11-22 08:00:00,-9.601e-05
2019-11-22 16:00:00,0.00025622
2019-11-23 00:00:00,0.0002867
2019-11-23 08:00:00,0.00017048
2019-11-23 16:00:00,0.0001429
2019-11-24 00:00:00,0.00010216
2019-11-24 08:00:00,-0.0001
2019-11-24 16:00:00,-0.0001
2019-11-25 00:00:00,-0.0001
2019-11-25 08:00:00,3.046e-05
2019-11-25 16:00:00,0.00011089
2019-11-26 00:00:00,8.462e-05
2019-11-26 08:00:00,0.00046229
2019-11-26 16:00:00,0.00036807
2019-11-27 00:00:00,0.00018098
2019-11-27 08:00:00,0.00015744
2019-11-27 16:00:00,-0.0001
2019-11-28 00:00:00,-0.0001
2019-11-28 08:00:00,-0.0001
2019-11-28 16:00:00,-0.0001
2019-11-29 00:00:00,-0.0001
2019-11-29 08:00:00,-0.0001
2019-11-29 16:00:00,-0.0001
2019-11-30 00:00:00,-0.0001
2019-11-30 08:00:00,1.926e-05
2019-11-30 16:00:00,-0.0001
2019-12-01 00:00:00,-0.0001
2019-12-01 08:00:00,-0.0001
2019-12-01 16:00:00,-0.0001
2019-12-02 00:00:00,-0.0001
2019-12-02 08:00:00,-0.0001
2019-12-02 16:00:00,-1.721e-05
2019-12-03 00:00:00,-1.418e-05
2019-12-03 08:00:00,-8.902e-05
2019-12-03 16:00:00,1.025e-05
2019-12-04 00:00:00,3.55e-06
2019-12-04 08:00:00,-3.333e-05
2019-12-04 16:00:00,5.268e-05
2019-12-05 00:00:00,-2.564e-05
2019-12-05 08:00:00,9.765e-05
2019-12-05 16:00:00,-1.789e-05
2019-12-06 00:00:00,-7.761e-05
2019-12-06 08:00:00,-5.834e-05
2019-12-06 16:00:00,-6.551e-05
2019-12-07 00:00:00,-0.0001
2019-12-07 08:00:00,-3.809e-05
2019-12-07 16:00:00,-0.0001
2019-12-08 00:00:00,-0.0001
2019-12-08 08:00:00,-0.0001
2019-12-08 16:00:00,-0.0001
2019-12-09 00:00:00,-0.0001
2019-12-09 08:00:00,-0.0001
2019-12-09 16:00:00,-0.0001
2019-12-10 00:00:00,-0.0001
2019-12-10 08:00:00,-0.0001
2019-12-10 16:00:00,-0.0001
2019-12-11 00:00:00,-0.0001
2019-12-11 08:00:00,-4.062e-05
2019-12-11 16:00:00,5.692e-05
2019-12-12 00:00:00,-3.16e-05
2019-12-12 08:00:00,3.2e-06
2019-12-12 16:00:00,8.52e-05
2019-12-13 00:00:00,7.162e-05
2019-12-13 08:00:00,0.00011387
2019-12-13 16:00:00,9.781e-05
2019-12-14 00:00:00,5.358e-05
2019-12-14 08:00:00,-2.252e-05
2019-12-14 16:00:00,-0.0001
2019-12-15 00:00:00,1.788e-05
2019-12-15 08:00:00,-7.982e-05
2019-12-15 16:00:00,-2.225e-05
2019-12-16 00:00:00,0.00013465
2019-12-16 08:00:00,0.00010782
2019-12-16 16:00:00,3.652e-05
2019-12-17 00:00:00,4.606e-05
2019-12-17 08:00:00,0.00013429
2019-12-17 16:00:00,1.606e-05
2019-12-18 00:00:00,0.00013767
2019-12-18 08:00:00,0.00022278
2019-12-18 16:00:00,0.0001509
2019-12-19 00:00:00,-0.0001
2019-12-19 08:00:00,-0.0001
2019-12-19 16:00:00,-0.0001
2019-12-20 00:00:00,-2.383e-05
2019-12-20 08:00:00,-1.034e-05
2019-12-20 16:00:00,-3.19e-05
2019-12-21 00:00:00,2.37e-06
2019-12-21 08:00:00,-0.0001
2019-12-21 16:00:00,-0.0001
2019-12-22 00:00:00,-0.0001
2019-12-22 08:00:00,-0.0001
2019-12-22 16:00:00,-1.57e-05
2019-12-23 00:00:00,-0.0001
2019-12-23 08:00:00,-0.0001
2019-12-23 16:00:00,-0.0001
2019-12-24 00:00:00,-0.0001
2019-12-24 08:00:00,-0.0001
2019-12-24 16:00:00,-0.0001
2019-12-25 00:00:00,-0.0001
2019-12-25 08:00:00,-6.107e-05
2019-12-25 16:00:00,-0.0001
2019-12-26 00:00:00,-0.0001
2019-12-26 08:00:00,-0.0001
2019-12-26 16:00:00,2.854e-05
2019-12-27 00:00:00,-2.605e-05
2019-12-27 08:00:00,5.694e-05
2019-12-27 16:00:00,8.764e-05
2019-12-28 00:00:00,7.701e-05
2019-12-28 08:00:00,4.257e-05
2019-12-28 16:00:00,-2.166e-05
2019-12-29 00:00:00,0.0002325
2019-12-29 08:00:00,-0.0001
2019-12-29 16:00:00,8.727e-05
2019-12-30 00:00:00,0.00010232
2019-12-30 08:00:00,0.0001794
2019-12-30 16:00:00,1.406e-05
2019-12-31 00:00:00,-3.936e-05
2019-12-31 08:00:00,0.0001305
2019-12-31 16:00:00,2.403e-05
2020-01-01 00:00:00,0.00012359
2020-01-01 08:00:00,0.00012383
2020-01-01 16:00:00,9.664e-05
2020-01-02 00:00:00,-3.662e-05
2020-01-02 08:00:00,-0.0001
2020-01-02 16:00:00,-1.04e-06
2020-01-03 00:00:00,1.664e-05
2020-01-03 08:00:00,1.553e-05
2020-01-03 16:00:00,-0.0001
2020-01-04 00:00:00,-0.0001
2020-01-04 08:00:00,-8.4e-07
2020-01-04 16:00:00,-7.387e-05
2020-01-05 00:00:00,-0.0001
2020-01-05 08:00:00,-0.0001
2020-01-05 16:00:00,-0.0001
2020-01-06 00:00:00,-0.0001
2020-01-06 08:00:00,-0.0001
2020-01-06 16:00:00,-0.0001
2020-01-07 00:00:00,-0.0001
2020-01-07 08:00:00,-0.0001
2020-01-07 16:00:00,-0.0001
2020-01-08 00:00:00,-0.00012514
2020-01-08 08:00:00,-0.0001
2020-01-08 16:00:00,-0.0001
2020-01-09 00:00:00,-0.0001
2020-01-09 08:00:00,-0.0001
2020-01-09 16:00:00,-0.0001
2020-01-10 00:00:00,-0.0001
2020-01-10 08:00:00,-0.0001
2020-01-10 16:00:00,-0.0001
2020-01-11 00:00:00,-0.0001
2020-01-11 08:00:00,-0.00017846
2020-01-11 16:00:00,-0.0001
2020-01-12 00:00:00,-0.0001
2020-01-12 08:00:00,-0.0001
2020-01-12 16:00:00,-0.0001
2020-01-13 00:00:00,-0.0001
2020-01-13 08:00:00,-0.0001
2020-01-13 16:00:00,-0.0001
2020-01-14 00:00:00,-0.0001
2020-01-14 08:00:00,-0.000259
2020-01-14 16:00:00,-0.0001
2020-01-15 00:00:00,-0.00049392
2020-01-15 08:00:00,-0.00019497
2020-01-15 16:00:00,-0.0001
2020-01-16 00:00:00,-0.0001
2020-01-16 08:00:00,-0.00041191
2020-01-16 16:00:00,-0.00031466
2020-01-17 00:00:00,-0.0001
2020-01-17 08:00:00,-0.00015027
2020-01-17 16:00:00,-0.00056749
2020-01-18 00:00:00,-0.0001
2020-01-18 08:00:00,-0.00029182
2020-01-18 16:00:00,-0.00032081
2020-01-19 00:00:00,-0.00020041
2020-01-19 08:00:00,-0.00039329
2020-01-19 16:00:00,-0.00092467
2020-01-20 00:00:00,-0.00029702
2020-01-20 08:00:00,-0.0001
2020-01-20 16:00:00,-0.00010782
2020-01-21 00:00:00,-0.00012057
2020-01-21 08:00:00,-0.00015425
2020-01-21 16:00:00,-0.0001574
2020-01-22 00:00:00,-0.0001
2020-01-22 08:00:00,-0.00021392
2020-01-22 16:00:00,-0.0001
2020-01-23 00:00:00,-0.0001
2020-01-23 08:00:00,-0.0001
2020-01-23 16:00:00,-0.00052304
2020-01-24 00:00:00,-0.00054719
2020-01-24 08:00:00,-0.00042124
2020-01-24 16:00:00,-0.00017948
2020-01-25 00:00:00,-0.0001
2020-01-25 08:00:00,-0.0001
2020-01-25 16:00:00,-0.0001
2020-01-26 00:00:00,-0.0001
2020-01-26 08:00:00,-0.0001
2020-01-26 16:00:00,-0.0001
2020-01-27 00:00:00,-0.0001
2020-01-27 08:00:00,-0.0001
2020-01-27 16:00:00,-0.0001
2020-01-28 00:00:00,-0.0001
2020-01-28 08:00:00,-0.00068689
2020-01-28 16:00:00,-0.00054394
2020-01-29 00:00:00,-0.00062324
2020-01-29 08:00:00,-0.00108193
2020-01-29 16:00:00,-0.00053694
2020-01-30 00:00:00,-0.000236
2020-01-30 08:00:00,-0.00024877
2020-01-30 16:00:00,-0.00034852
2020-01-31 00:00:00,-0.00053551
2020-01-31 08:00:00,-0.00077154
2020-01-31 16:00:00,-0.00039858
2020-02-01 00:00:00,-0.00074991
2020-02-01 08:00:00,-0.00065667
2020-02-01 16:00:00,-0.00049052
2020-02-02 00:00:00,-0.00028263
2020-02-02 08:00:00,-0.00034916
2020-02-02 16:00:00,-0.00065524
2020-02-03 00:00:00,-0.00060677
2020-02-03 08:00:00,-0.00035862
2020-02-03 16:00:00,-0.0001
2020-02-04 00:00:00,-0.00099282
2020-02-04 08:00:00,-0.0005445
2020-02-04 16:00:00,-0.00038192
2020-02-05 00:00:00,-0.0001
2020-02-05 08:00:00,-0.0001
2020-02-05 16:00:00,-0.00052631
2020-02-06 00:00:00,-0.00164021
2020-02-06 08:00:00,-0.00078299
2020-02-06 16:00:00,-0.00055668
2020-02-07 00:00:00,-0.00035618
2020-02-07 08:00:00,-0.00019726
2020-02-07 16:00:00,-0.00034616
2020-02-08 00:00:00,-0.00039915
2020-02-08 08:00:00,-0.00062858
2020-02-08 16:00:00,-0.00099315
2020-02-09 00:00:00,-0.00042798
2020-02-09 08:00:00,-0.00081519
2020-02-09 16:00:00,-0.00113954
2020-02-10 00:00:00,-0.00106733
2020-02-10 08:00:00,-0.00125022
2020-02-10 16:00:00,-0.00097918
2020-02-11 00:00:00,-0.00043989
2020-02-11 08:00:00,-0.00064797
2020-02-11 16:00:00,-0.0005012
2020-02-12 00:00:00,-0.003
2020-02-12 08:00:00,-0.00108055
2020-02-12 16:00:00,-0.00103884
2020-02-13 00:00:00,-0.00093553
2020-02-13 08:00:00,-0.00084403
2020-02-13 16:00:00,-0.00070414
2020-02-14 00:00:00,-0.0006332
2020-02-14 08:00:00,-0.00074453
2020-02-14 16:00:00,-0.00055952
2020-02-15 00:00:00,-0.00059113
2020-02-15 08:00:00,-0.0009686
2020-02-15 16:00:00,-0.00087369
2020-02-16 00:00:00,-0.00051202
2020-02-16 08:00:00,-0.00036973
2020-02-16 16:00:00,-0.00060847
2020-02-17 00:00:00,-0.00043179
2020-02-17 08:00:00,-0.0006096
2020-02-17 16:00:00,-0.00091076
2020-02-18 00:00:00,-0.00026967
2020-02-18 08:00:00,-0.00013952
2020-02-18 16:00:00,-0.00029662
2020-02-19 00:00:00,-0.00046396
2020-02-19 08:00:00,-0.00038487
2020-02-19 16:00:00,-0.00040757
2020-02-20 00:00:00,-0.0001
2020-02-20 08:00:00,-0.0001
2020-02-20 16:00:00,-0.0001
2020-02-21 00:00:00,-0.0001
2020-02-21 08:00:00,-0.0001
2020-02-21 16:00:00,-0.0001
2020-02-22 00:00:00,-0.0001
2020-02-22 08:00:00,-0.0001
2020-02-22 16:00:00,-0.00012243
2020-02-23 00:00:00,-0.00029663
2020-02-23 08:00:00,-0.0003901
2020-02-23 16:00:00,-0.00065308
2020-02-24 00:00:00,-0.00048774
2020-02-24 08:00:00,-0.00014587
2020-02-24 16:00:00,-0.0001
2020-02-25 00:00:00,-0.00032389
2020-02-25 08:00:00,-0.00027363
2020-02-25 16:00:00,-0.00046949
2020-02-26 00:00:00,-0.0003617
2020-02-26 08:00:00,-0.0005063
2020-02-26 16:00:00,-0.0003866
2020-02-27 00:00:00,-0.00017363
2020-02-27 08:00:00,-0.0001
2020-02-27 16:00:00,-0.0001
2020-02-28 00:00:00,-0.0001
2020-02-28 08:00:00,-0.00011659
2020-02-28 16:00:00,-0.00023604
2020-02-29 00:00:00,-0.00061536
2020-02-29 08:00:00,-0.00060166
2020-02-29 16:00:00,-0.00062345
2020-03-01 00:00:00,-0.00049317
2020-03-01 08:00:00,-0.00027933
2020-03-01 16:00:00,-0.00031033
2020-03-02 00:00:00,-0.0001872
2020-03-02 08:00:00,-0.0001
2020-03-02 16:00:00,-0.0001
2020-03-03 00:00:00,-0.0001
2020-03-03 08:00:00,-0.0001
2020-03-03 16:00:00,-0.0001
2020-03-04 00:00:00,-0.0001
2020-03-04 08:00:00,-0.0001
2020-03-04 16:00:00,-0.00024328
2020-03-05 00:00:00,-0.0001
2020-03-05 08:00:00,-0.00023481
2020-03-05 16:00:00,-0.00019521
2020-03-06 00:00:00,-0.00020373
2020-03-06 08:00:00,-0.00021759
2020-03-06 16:00:00,-0.00035706
2020-03-07 00:00:00,-0.00039476
2020-03-07 08:00:00,-0.00032086
2020-03-07 16:00:00,-0.00032714
2020-03-08 00:00:00,-0.00054685
2020-03-08 08:00:00,-0.00049747
2020-03-08 16:00:00,-0.00042921
2020-03-09 00:00:00,-0.0001
2020-03-09 08:00:00,-0.0001
2020-03-09 16:00:00,-0.0001
2020-03-10 00:00:00,-0.0001
2020-03-10 08:00:00,-0.0001
2020-03-10 16:00:00,-0.0001
2020-03-11 00:00:00,-0.0001
2020-03-11 08:00:00,-0.0001
2020-03-11 16:00:00,-0.00022898
2020-03-12 00:00:00,-0.00010572
2020-03-12 08:00:00,-0.0001
2020-03-12 16:00:00,0.00015149
2020-03-13 00:00:00,0.00016073
2020-03-13 08:00:00,0.003
2020-03-13 16:00:00,0.00065378
2020-03-14 00:00:00,0.00076421
2020-03-14 08:00:00,4.946e-05
2020-03-14 16:00:00,0.00050325
2020-03-15 00:00:00,0.00047893
2020-03-15 08:00:00,0.00054208
2020-03-15 16:00:00,0.0004879
2020-03-16 00:00:00,0.00028282
2020-03-16 08:00:00,0.00036873
2020-03-16 16:00:00,0.00090358
2020-03-17 00:00:00,0.0002383
2020-03-17 08:00:00,3.681e-05
2020-03-17 16:00:00,0.00010573
2020-03-18 00:00:00,0.00014706
2020-03-18 08:00:00,0.00035528
2020-03-18 16:00:00,0.00033374
2020-03-19 00:00:00,0.00015042
2020-03-19 08:00:00,0.00022004
2020-03-19 16:00:00,0.00027089
2020-03-20 00:00:00,0.00015469
2020-03-20 08:00:00,1.171e-05
2020-03-20 16:00:00,-0.0001
2020-03-21 00:00:00,-8.327e-05
2020-03-21 08:00:00,9.15e-06
2020-03-21 16:00:00,0.00011557
2020-03-22 00:00:00,2.842e-05
2020-03-22 08:00:00,-0.0001
2020-03-22 16:00:00,-2.24e-06
2020-03-23 00:00:00,0.00016796
2020-03-23 08:00:00,0.00016295
2020-03-23 16:00:00,-0.0001
2020-03-24 00:00:00,-0.0001
2020-03-24 08:00:00,-0.0001
2020-03-24 16:00:00,-0.0001
2020-03-25 00:00:00,-0.0001
2020-03-25 08:00:00,-9.958e-05
2020-03-25 16:00:00,-9.813e-05
2020-03-26 00:00:00,1.62e-05
2020-03-26 08:00:00,-0.0001
2020-03-26 16:00:00,-1.599e-05
2020-03-27 00:00:00,-6.223e-05
2020-03-27 08:00:00,-6.838e-05
2020-03-27 16:00:00,-1.48e-06
2020-03-28 00:00:00,0.00012203
2020-03-28 08:00:00,0.00041263
2020-03-28 16:00:00,0.0002165
2020-03-29 00:00:00,0.00023282
2020-03-29 08:00:00,0.0002912
2020-03-29 16:00:00,0.00025613
2020-03-30 00:00:00,0.0006431
2020-03-30 08:00:00,0.00033817
2020-03-30 16:00:00,6.982e-05
2020-03-31 00:00:00,5.383e-05
2020-03-31 08:00:00,0.00015273
2020-03-31 16:00:00,0.000162
2020-04-01 00:00:00,9.237e-05
2020-04-01 08:00:00,0.0004868
2020-04-01 16:00:00,0.00034983
2020-04-02 00:00:00,0.0001933
2020-04-02 08:00:00,-3.28e-05
2020-04-02 16:00:00,-9.417e-05
2020-04-03 00:00:00,-9.047e-05
2020-04-03 08:00:00,-7.9e-07
2020-04-03 16:00:00,-0.0001
2020-04-04 00:00:00,-6.184e-05
2020-04-04 08:00:00,-5.655e-05
2020-04-04 16:00:00,7.77e-05
2020-04-05 00:00:00,4.495e-05
2020-04-05 08:00:00,-4.198e-05
2020-04-05 16:00:00,-3.859e-05
2020-04-06 00:00:00,-2.364e-05
2020-04-06 08:00:00,-6.54e-06
2020-04-06 16:00:00,8.471e-05
2020-04-07 00:00:00,0.00012883
2020-04-07 08:00:00,2.915e-05
2020-04-07 16:00:00,-1.131e-05
2020-04-08 00:00:00,2.763e-05
2020-04-08 08:00:00,-0.0001
2020-04-08 16:00:00,-6.677e-05
2020-04-09 00:00:00,-0.0001
2020-04-09 08:00:00,0.00010005
2020-04-09 16:00:00,8.854e-05
2020-04-10 00:00:00,5.003e-05
2020-04-10 08:00:00,-0.0001
2020-04-10 16:00:00,-0.0001
2020-04-11 00:00:00,-0.0001
2020-04-11 08:00:00,-0.0001
2020-04-11 16:00:00,-0.0001
2020-04-12 00:00:00,-0.0001
2020-04-12 08:00:00,-0.0001
2020-04-12 16:00:00,-8.453e-05
2020-04-13 00:00:00,-7.954e-05
2020-04-13 08:00:00,0.00020271
2020-04-13 16:00:00,2.882e-05
2020-04-14 00:00:00,1.244e-05
2020-04-14 08:00:00,-5.454e-05
2020-04-14 16:00:00,0.00020028
2020-04-15 00:00:00,0.00012803
2020-04-15 08:00:00,4.63e-05
2020-04-15 16:00:00,-2.925e-05
2020-04-16 00:00:00,7.017e-05
2020-04-16 08:00:00,0.00046001
2020-04-16 16:00:00,-6.364e-05
2020-04-17 00:00:00,-5.926e-05
2020-04-17 08:00:00,-3.345e-05
2020-04-17 16:00:00,6.771e-05
2020-04-18 00:00:00,3.132e-05
2020-04-18 08:00:00,0.00017145
2020-04-18 16:00:00,0.00019642
2020-04-19 00:00:00,0.00019142
2020-04-19 08:00:00,5.966e-05
2020-04-19 16:00:00,-8.514e-05
2020-04-20 00:00:00,1.31e-05
2020-04-20 08:00:00,1.874e-05
2020-04-20 16:00:00,5.762e-05
2020-04-21 00:00:00,9.18e-05
2020-04-21 08:00:00,7.539e-05
2020-04-21 16:00:00,-0.0001
2020-04-22 00:00:00,2.663e-05
2020-04-22 08:00:00,0.00011402
2020-04-22 16:00:00,0.00031244
2020-04-23 00:00:00,0.0002234
2020-04-23 08:00:00,0.00015491
2020-04-23 16:00:00,-0.0001
2020-04-24 00:00:00,-0.0001
2020-04-24 08:00:00,-0.0001
2020-04-24 16:00:00,-0.0001
2020-04-25 00:00:00,-0.0001
2020-04-25 08:00:00,-0.0001
2020-04-25 16:00:00,-0.0001
2020-04-26 00:00:00,-0.0001
2020-04-26 08:00:00,-7.493e-05
2020-04-26 16:00:00,-0.0001
2020-04-27 00:00:00,-0.0001
2020-04-27 08:00:00,-0.0001
2020-04-27 16:00:00,-0.0001
2020-04-28 00:00:00,-0.0001
2020-04-28 08:00:00,-0.0001
2020-04-28 16:00:00,-0.0001
2020-04-29 00:00:00,-0.0001
2020-04-29 08:00:00,-0.0001
2020-04-29 16:00:00,-0.0001
2020-04-30 00:00:00,-0.00013208
2020-04-30 08:00:00,-0.00097517
2020-04-30 16:00:00,-0.0001
2020-05-01 00:00:00,-0.00021072
2020-05-01 08:00:00,-0.00017885
2020-05-01 16:00:00,-0.00013528
2020-05-02 00:00:00,-0.0001
2020-05-02 08:00:00,-0.0001
2020-05-02 16:00:00,-0.00010144
2020-05-03 00:00:00,-0.0001
2020-05-03 08:00:00,-0.0001981
2020-05-03 16:00:00,-0.00015162
2020-05-04 00:00:00,-0.00011925
2020-05-04 08:00:00,-0.0001
2020-05-04 16:00:00,-0.0001
2020-05-05 00:00:00,-0.0001
2020-05-05 08:00:00,-0.0001
2020-05-05 16:00:00,-0.0001
2020-05-06 00:00:00,-0.0001
2020-05-06 08:00:00,-0.0001
